Vds,Temp,Nd,Mod index
0.0,0.0,0.0,0.10981860116710745
0.0,0.0,0.05263157894736841,0.11211453296890858
0.0,0.0,0.4736842105263157,0.2046905685054048
0.0,0.0,1.0,0.2346538906445834
0.0,0.5,0.0,0.14309794620029426
0.0,0.5,0.05263157894736841,0.18155322773846552
0.0,0.5,0.4736842105263157,0.26033130974281266
0.0,0.5,1.0,0.27673287608325986
0.0,1.0,0.0,0.25348845115181246
0.0,1.0,0.05263157894736841,0.24587230640393923
0.0,1.0,0.4736842105263157,0.2932953816632065
0.0,1.0,1.0,0.3403506640348734
0.02040816326530612,0.0,0.0,0.05976890508473196
0.02040816326530612,0.0,0.05263157894736841,0.07358989102073561
0.02040816326530612,0.0,0.4736842105263157,0.09487145516836387
0.02040816326530612,0.0,1.0,0.11286010910644312
0.02040816326530612,0.5,0.0,0.08002725431004286
0.02040816326530612,0.5,0.05263157894736841,0.09919621402196631
0.02040816326530612,0.5,0.4736842105263157,0.10537663161449826
0.02040816326530612,0.5,1.0,0.12849357907543477
0.02040816326530612,1.0,0.0,0.11147157576832709
0.02040816326530612,1.0,0.05263157894736841,0.11406244530089894
0.02040816326530612,1.0,0.4736842105263157,0.15118160047643106
0.02040816326530612,1.0,1.0,0.1571261455228046
0.04081632653061224,0.0,0.0,0.033009431478234215
0.04081632653061224,0.0,0.05263157894736841,0.04215028681013252
0.04081632653061224,0.0,0.4736842105263157,0.05933817728413281
0.04081632653061224,0.0,1.0,0.06204310116687524
0.04081632653061224,0.5,0.0,0.05864425206169714
0.04081632653061224,0.5,0.05263157894736841,0.060421382142331295
0.04081632653061224,0.5,0.4736842105263157,0.07287803985062756
0.04081632653061224,0.5,1.0,0.0834544892143328
0.04081632653061224,1.0,0.0,0.07008224035583584
0.04081632653061224,1.0,0.05263157894736841,0.07146516014888712
0.04081632653061224,1.0,0.4736842105263157,0.09337691891337707
0.04081632653061224,1.0,1.0,0.10719786928202424
0.061224489795918366,0.0,0.0,0.02390767889806411
0.061224489795918366,0.0,0.05263157894736841,0.02619031257337768
0.061224489795918366,0.0,0.4736842105263157,0.03667692387563302
0.061224489795918366,0.0,1.0,0.046439202914281885
0.061224489795918366,0.5,0.0,0.03583788079007614
0.061224489795918366,0.5,0.05263157894736841,0.03389582081254412
0.061224489795918366,0.5,0.4736842105263157,0.047189491218446615
0.061224489795918366,0.5,1.0,0.07137688603491273
0.061224489795918366,1.0,0.0,0.050943704960656346
0.061224489795918366,1.0,0.05263157894736841,0.0651269992978892
0.061224489795918366,1.0,0.4736842105263157,0.07033116815424748
0.061224489795918366,1.0,1.0,0.08115325787641423
0.08163265306122448,0.0,0.0,0.018233328896864527
0.08163265306122448,0.0,0.05263157894736841,0.022863896897802258
0.08163265306122448,0.0,0.4736842105263157,0.028229114744359938
0.08163265306122448,0.0,1.0,0.036363051100475705
0.08163265306122448,0.5,0.0,0.02584033385032925
0.08163265306122448,0.5,0.05263157894736841,0.03263782373759743
0.08163265306122448,0.5,0.4736842105263157,0.03428378953716761
0.08163265306122448,0.5,1.0,0.05649278063502717
0.08163265306122448,1.0,0.0,0.038137154907177416
0.08163265306122448,1.0,0.05263157894736841,0.03997649229431749
0.08163265306122448,1.0,0.4736842105263157,0.05246089152446795
0.08163265306122448,1.0,1.0,0.05781495239939892
0.10204081632653061,0.0,0.0,0.015973940013334284
0.10204081632653061,0.0,0.05263157894736841,0.01692820202593431
0.10204081632653061,0.0,0.4736842105263157,0.025775770968613332
0.10204081632653061,0.0,1.0,0.03255796689258959
0.10204081632653061,0.5,0.0,0.02536914868982465
0.10204081632653061,0.5,0.05263157894736841,0.029314485146463728
0.10204081632653061,0.5,0.4736842105263157,0.0364126025253313
0.10204081632653061,0.5,1.0,0.0487101857398186
0.10204081632653061,1.0,0.0,0.0357382637380111
0.10204081632653061,1.0,0.05263157894736841,0.040447675422401706
0.10204081632653061,1.0,0.4736842105263157,0.04342098956102863
0.10204081632653061,1.0,1.0,0.05081025319046479
0.12244897959183673,0.0,0.0,0.012911788780290201
0.12244897959183673,0.0,0.05263157894736841,0.01207417753488471
0.12244897959183673,0.0,0.4736842105263157,0.01997362745553511
0.12244897959183673,0.0,1.0,0.027789083539512472
0.12244897959183673,0.5,0.0,0.016890917274227996
0.12244897959183673,0.5,0.05263157894736841,0.021519679469666084
0.12244897959183673,0.5,0.4736842105263157,0.028652379497356696
0.12244897959183673,0.5,1.0,0.03484723743662473
0.12244897959183673,1.0,0.0,0.03397753427356088
0.12244897959183673,1.0,0.05263157894736841,0.0352915661943467
0.12244897959183673,1.0,0.4736842105263157,0.036338997405384724
0.12244897959183673,1.0,1.0,0.03623344263720575
0.14285714285714285,0.0,0.0,0.009301203137069702
0.14285714285714285,0.0,0.05263157894736841,0.011540555404372273
0.14285714285714285,0.0,0.4736842105263157,0.02064331911367696
0.14285714285714285,0.0,1.0,0.021545856027834598
0.14285714285714285,0.5,0.0,0.017796462170534738
0.14285714285714285,0.5,0.05263157894736841,0.016524505416269705
0.14285714285714285,0.5,0.4736842105263157,0.028981338928928062
0.14285714285714285,0.5,1.0,0.023982131537305402
0.14285714285714285,1.0,0.0,0.01942178670881687
0.14285714285714285,1.0,0.05263157894736841,0.030538985901275694
0.14285714285714285,1.0,0.4736842105263157,0.029701074873865477
0.14285714285714285,1.0,1.0,0.03645158739667797
0.16326530612244897,0.0,0.0,0.005900544161551209
0.16326530612244897,0.0,0.05263157894736841,0.00818022879490643
0.16326530612244897,0.0,0.4736842105263157,0.014925703963829346
0.16326530612244897,0.0,1.0,0.015200086811177793
0.16326530612244897,0.5,0.0,0.01183840051248374
0.16326530612244897,0.5,0.05263157894736841,0.014116226497409665
0.16326530612244897,0.5,0.4736842105263157,0.022572797392902202
0.16326530612244897,0.5,1.0,0.026480405013983903
0.16326530612244897,1.0,0.0,0.01950861170706673
0.16326530612244897,1.0,0.05263157894736841,0.0252465104122171
0.16326530612244897,1.0,0.4736842105263157,0.029267708991624765
0.16326530612244897,1.0,1.0,0.030962149033253897
0.1836734693877551,0.0,0.0,0.006396668136218377
0.1836734693877551,0.0,0.05263157894736841,0.007442998791625486
0.1836734693877551,0.0,0.4736842105263157,0.01280164175828292
0.1836734693877551,0.0,1.0,0.014846412131684666
0.1836734693877551,0.5,0.0,0.01068565232645017
0.1836734693877551,0.5,0.05263157894736841,0.01123618419444947
0.1836734693877551,0.5,0.4736842105263157,0.015395182907432482
0.1836734693877551,0.5,1.0,0.02018383053240757
0.1836734693877551,1.0,0.0,0.018807080151392517
0.1836734693877551,1.0,0.05263157894736841,0.018725347382382244
0.1836734693877551,1.0,0.4736842105263157,0.029900914639266123
0.1836734693877551,1.0,1.0,0.02819324557344204
0.20408163265306123,0.0,0.0,0.007862880580914684
0.20408163265306123,0.0,0.05263157894736841,0.007855206161593723
0.20408163265306123,0.0,0.4736842105263157,0.01017250479875536
0.20408163265306123,0.0,1.0,0.012011511917585135
0.20408163265306123,0.5,0.0,0.012132827089531154
0.20408163265306123,0.5,0.05263157894736841,0.007539345679313556
0.20408163265306123,0.5,0.4736842105263157,0.0158619069052227
0.20408163265306123,0.5,1.0,0.018603846243972273
0.20408163265306123,1.0,0.0,0.014148931189809892
0.20408163265306123,1.0,0.05263157894736841,0.013112760603837498
0.20408163265306123,1.0,0.4736842105263157,0.02504039351650057
0.20408163265306123,1.0,1.0,0.02601474092341717
0.22448979591836735,0.0,0.0,0.004309131573369683
0.22448979591836735,0.0,0.05263157894736841,0.004654360530011047
0.22448979591836735,0.0,0.4736842105263157,0.00920581758421712
0.22448979591836735,0.0,1.0,0.013506960729318524
0.22448979591836735,0.5,0.0,0.008002534281868394
0.22448979591836735,0.5,0.05263157894736841,0.008860289861781216
0.22448979591836735,0.5,0.4736842105263157,0.01263753804026587
0.22448979591836735,0.5,1.0,0.014591115744040446
0.22448979591836735,1.0,0.0,0.011583205745858069
0.22448979591836735,1.0,0.05263157894736841,0.014978555023157283
0.22448979591836735,1.0,0.4736842105263157,0.01740284230106964
0.22448979591836735,1.0,1.0,0.025290436097485703
0.24489795918367346,0.0,0.0,0.002953282603450174
0.24489795918367346,0.0,0.05263157894736841,0.0023474719499897603
0.24489795918367346,0.0,0.4736842105263157,0.007854254988860086
0.24489795918367346,0.0,1.0,0.01087999032990647
0.24489795918367346,0.5,0.0,0.00740689792478529
0.24489795918367346,0.5,0.05263157894736841,0.007565037505223587
0.24489795918367346,0.5,0.4736842105263157,0.009239883998265927
0.24489795918367346,0.5,1.0,0.0112935655187844
0.24489795918367346,1.0,0.0,0.012956357726606235
0.24489795918367346,1.0,0.05263157894736841,0.010725039617030297
0.24489795918367346,1.0,0.4736842105263157,0.017198705999004665
0.24489795918367346,1.0,1.0,0.018145697027727378
0.2653061224489796,0.0,0.0,0.003375324855593762
0.2653061224489796,0.0,0.05263157894736841,0.003048535032768453
0.2653061224489796,0.0,0.4736842105263157,0.006538276009358819
0.2653061224489796,0.0,1.0,0.011323899392821832
0.2653061224489796,0.5,0.0,0.006049900637356155
0.2653061224489796,0.5,0.05263157894736841,0.008687286174959485
0.2653061224489796,0.5,0.4736842105263157,0.010170204098895368
0.2653061224489796,0.5,1.0,0.015660677980498465
0.2653061224489796,1.0,0.0,0.01353701514555494
0.2653061224489796,1.0,0.05263157894736841,0.00872349171144879
0.2653061224489796,1.0,0.4736842105263157,0.014192884312753512
0.2653061224489796,1.0,1.0,0.014506977605521073
0.2857142857142857,0.0,0.0,0.0008717305023839408
0.2857142857142857,0.0,0.05263157894736841,0.004197356582645218
0.2857142857142857,0.0,0.4736842105263157,0.008219202487941056
0.2857142857142857,0.0,1.0,0.013471816116262893
0.2857142857142857,0.5,0.0,0.0047471923466674455
0.2857142857142857,0.5,0.05263157894736841,0.007990429186138612
0.2857142857142857,0.5,0.4736842105263157,0.008265277457752018
0.2857142857142857,0.5,1.0,0.012590082040812802
0.2857142857142857,1.0,0.0,0.012648450105237862
0.2857142857142857,1.0,0.05263157894736841,0.011179368899187869
0.2857142857142857,1.0,0.4736842105263157,0.011454191765546634
0.2857142857142857,1.0,1.0,0.015081271516288122
0.30612244897959184,0.0,0.0,0.002737573699792628
0.30612244897959184,0.0,0.05263157894736841,0.0030659447456665885
0.30612244897959184,0.0,0.4736842105263157,0.0075565389394421775
0.30612244897959184,0.0,1.0,0.007251944163278564
0.30612244897959184,0.5,0.0,0.008573111911987036
0.30612244897959184,0.5,0.05263157894736841,0.0037548874895627212
0.30612244897959184,0.5,0.4736842105263157,0.006937219803985798
0.30612244897959184,0.5,1.0,0.01133059723415452
0.30612244897959184,1.0,0.0,0.009036854349092972
0.30612244897959184,1.0,0.05263157894736841,0.008382722901311623
0.30612244897959184,1.0,0.4736842105263157,0.011838980768499664
0.30612244897959184,1.0,1.0,0.01272841466852535
0.32653061224489793,0.0,0.0,0.0008313503744525696
0.32653061224489793,0.0,0.05263157894736841,0.0014573653188212664
0.32653061224489793,0.0,0.4736842105263157,0.005356669486477175
0.32653061224489793,0.0,1.0,0.007095345157481498
0.32653061224489793,0.5,0.0,0.0029066964799159016
0.32653061224489793,0.5,0.05263157894736841,0.004462784585838959
0.32653061224489793,0.5,0.4736842105263157,0.005853236528785224
0.32653061224489793,0.5,1.0,0.007499994972300108
0.32653061224489793,1.0,0.0,0.007946954698192368
0.32653061224489793,1.0,0.05263157894736841,0.008514469470811888
0.32653061224489793,1.0,0.4736842105263157,0.010618432055099146
0.32653061224489793,1.0,1.0,0.014238137168524392
0.3469387755102041,0.0,0.0,0.0005405079707294424
0.3469387755102041,0.0,0.05263157894736841,0.002612958893374261
0.3469387755102041,0.0,0.4736842105263157,0.007148278529834455
0.3469387755102041,0.0,1.0,0.0067747186494312986
0.3469387755102041,0.5,0.0,0.00548311956849057
0.3469387755102041,0.5,0.05263157894736841,0.003645168292043539
0.3469387755102041,0.5,0.4736842105263157,0.004782196722717477
0.3469387755102041,0.5,1.0,0.008233338987831669
0.3469387755102041,1.0,0.0,0.005689546408313682
0.3469387755102041,1.0,0.05263157894736841,0.006041788231445241
0.3469387755102041,1.0,0.4736842105263157,0.008385250216042982
0.3469387755102041,1.0,1.0,0.008481356261917091
0.3673469387755102,0.0,0.0,0.0024922290584950936
0.3673469387755102,0.0,0.05263157894736841,0.004215624993150109
0.3673469387755102,0.0,0.4736842105263157,0.004383394181306284
0.3673469387755102,0.0,1.0,0.01026122502900119
0.3673469387755102,0.5,0.0,0.003182730668815796
0.3673469387755102,0.5,0.05263157894736841,0.004127798011657339
0.3673469387755102,0.5,0.4736842105263157,0.008436252789043475
0.3673469387755102,0.5,1.0,0.0063404015944569505
0.3673469387755102,1.0,0.0,0.006070922977463771
0.3673469387755102,1.0,0.05263157894736841,0.005397918474117156
0.3673469387755102,1.0,0.4736842105263157,0.010824356887090611
0.3673469387755102,1.0,1.0,0.010450922000540274
0.3877551020408163,0.0,0.0,0.0032796232613734886
0.3877551020408163,0.0,0.05263157894736841,0.003913706914615122
0.3877551020408163,0.0,0.4736842105263157,0.0034872289050117875
0.3877551020408163,0.0,1.0,0.006664811453027799
0.3877551020408163,0.5,0.0,0.0040114033294295515
0.3877551020408163,0.5,0.05263157894736841,0.0033037917882154395
0.3877551020408163,0.5,0.4736842105263157,0.006265026236367218
0.3877551020408163,0.5,1.0,0.00853436178519322
0.3877551020408163,1.0,0.0,0.007722728936970074
0.3877551020408163,1.0,0.05263157894736841,0.008244111832008245
0.3877551020408163,1.0,0.4736842105263157,0.008894387778345775
0.3877551020408163,1.0,1.0,0.008579050644311149
0.40816326530612246,0.0,0.0,0.001450717271787669
0.40816326530612246,0.0,0.05263157894736841,0.0015495254205450434
0.40816326530612246,0.0,0.4736842105263157,0.004209823449201037
0.40816326530612246,0.0,1.0,0.005209627937474819
0.40816326530612246,0.5,0.0,0.003054699363753749
0.40816326530612246,0.5,0.05263157894736841,0.002431387538478505
0.40816326530612246,0.5,0.4736842105263157,0.006085843991617596
0.40816326530612246,0.5,1.0,0.008882880214205075
0.40816326530612246,1.0,0.0,0.004997231879022031
0.40816326530612246,1.0,0.05263157894736841,0.004689239912208259
0.40816326530612246,1.0,0.4736842105263157,0.008201986871188355
0.40816326530612246,1.0,1.0,0.009773637219892295
0.42857142857142855,0.0,0.0,0.0
0.42857142857142855,0.0,0.05263157894736841,0.001570638203359171
0.42857142857142855,0.0,0.4736842105263157,0.0036561088109007254
0.42857142857142855,0.0,1.0,0.007207443303044954
0.42857142857142855,0.5,0.0,0.0035307989167154695
0.42857142857142855,0.5,0.05263157894736841,0.006132534784800974
0.42857142857142855,0.5,0.4736842105263157,0.008242288750935443
0.42857142857142855,0.5,1.0,0.006134610902209968
0.42857142857142855,1.0,0.0,0.006186268930780113
0.42857142857142855,1.0,0.05263157894736841,0.005962826667610847
0.42857142857142855,1.0,0.4736842105263157,0.007795734492907199
0.42857142857142855,1.0,1.0,0.008068933455389527
0.4489795918367347,0.0,0.0,0.001860344484094898
0.4489795918367347,0.0,0.05263157894736841,0.0014298026499597156
0.4489795918367347,0.0,0.4736842105263157,0.0039997311392388
0.4489795918367347,0.0,1.0,0.00457497927137004
0.4489795918367347,0.5,0.0,0.0058365046280808245
0.4489795918367347,0.5,0.05263157894736841,0.0035581847650047417
0.4489795918367347,0.5,0.4736842105263157,0.005251606564027994
0.4489795918367347,0.5,1.0,0.005865817210881824
0.4489795918367347,1.0,0.0,0.004406083106118134
0.4489795918367347,1.0,0.05263157894736841,0.0038623903326673076
0.4489795918367347,1.0,0.4736842105263157,0.0083626547825682
0.4489795918367347,1.0,1.0,0.007315426813567286
0.46938775510204084,0.0,0.0,0.002319028226897373
0.46938775510204084,0.0,0.05263157894736841,0.0035795404220532066
0.46938775510204084,0.0,0.4736842105263157,0.002509068677479157
0.46938775510204084,0.0,1.0,0.00656201976034323
0.46938775510204084,0.5,0.0,0.0035845625327899895
0.46938775510204084,0.5,0.05263157894736841,0.0019312129500119004
0.46938775510204084,0.5,0.4736842105263157,0.006103372601107435
0.46938775510204084,0.5,1.0,0.005924675088616298
0.46938775510204084,1.0,0.0,0.002415078381211278
0.46938775510204084,1.0,0.05263157894736841,0.0064598001939931
0.46938775510204084,1.0,0.4736842105263157,0.008948162572732335
0.46938775510204084,1.0,1.0,0.004821600272660575
0.4897959183673469,0.0,0.0,0.0009928617402863845
0.4897959183673469,0.0,0.05263157894736841,0.0030402925519537926
0.4897959183673469,0.0,0.4736842105263157,0.0027581539884695473
0.4897959183673469,0.0,1.0,0.008653356949285724
0.4897959183673469,0.5,0.0,0.00274403069931135
0.4897959183673469,0.5,0.05263157894736841,0.0020690832020900407
0.4897959183673469,0.5,0.4736842105263157,0.0034052146457801283
0.4897959183673469,0.5,1.0,0.007229079434104618
0.4897959183673469,1.0,0.0,0.003923730811884979
