Real,Predicted
0.002415078381211278,0.005072496286169507
0.145164863858479,0.2035128667941755
0.009204614391357478,0.07403441610235977
0.543060809612033,0.22790524543416618
0.05976890508473196,-0.05179228957336479
0.11211453296890858,-0.04686042417393796
0.007229079434104618,0.16486620838283694
0.7689702248210469,0.2096109321272457
0.004485698093101808,0.20549485386878674
0.007442998791625486,-0.019418976208752846
0.018807080151392517,-0.03761420849127241
0.0031566100022074827,0.011170587280301247
0.004378954359005796,0.05474916058025671
0.008440253608543825,0.06595437102641015
0.29748468782876214,0.2157089974603159
0.004619626465870364,0.03744579132145179
0.005530981035807655,0.1185965503964444
0.006986730580433966,0.18521859747764619
0.038137154907177416,-0.05285945247299845
0.0014573653188212664,0.0019243660988368001
0.006118697050704902,0.17302239349418713
0.030962149033253897,0.11097429132630862
0.007855206161593723,-0.016369917881156215
0.001570638203359171,0.017169610080562843
0.0063413171998340945,0.17912056147150343
0.0063404015944569505,0.14657192440284392
0.8071660485908644,0.21670013030052696
0.01272841466852535,0.13231768862188725
0.0037816138174415984,0.1862096130101474
0.0043639388373047224,0.06201349916428894
0.011466841549935847,0.0730434079015904
0.003936095041212063,0.03340581827266706
0.0065027899496808575,0.08945490313908287
0.023982131537305402,0.11303244043151604
0.0042232994124710675,0.04272822897872216
0.029701074873865477,0.02811607087872896
0.0033037917882154395,0.005964383138012711
0.002319028226897373,0.015286790178201878
0.029900914639266123,0.03421413621179918
0.03397753427356088,-0.046761328486073325
0.017198705999004665,0.04336130936165611
0.017796462170534738,-0.038605143374723136
0.002361601336409071,0.04560198926333274
0.006010269456331503,0.05591538984082754
0.0038500149250281835,0.09931128021087762
0.18683879909552376,0.14199795016259317
0.015395182907432482,0.0393212813248824
0.003341046053616185,0.08846400491429146
0.0015495254205450434,0.014120570082295869
0.004112710339033091,0.053758181706414804
0.004047307051493756,0.18925866034014627
0.014925703963829346,0.04137936077863713
0.004821600272660575,0.15671003793495047
0.014192884312753512,0.04641029070606817
0.007251944163278564,0.14253187620380758
0.20666005193100298,0.15823423167201603
0.0037703725003695007,0.11249841174605556
0.0158619069052227,0.042370315824350475
0.005410369081310008,0.1267526988491353
0.005919859268547173,0.09151304491255843
0.0039997311392388,0.08406602156568786
0.007854254988860086,0.053575562929163226
0.003422992226765416,0.0406700817064477
0.003923730811884979,0.008121545449101307
0.0038623903326673076,0.010004314029339227
0.004462784585838959,-0.003182782680112352
0.05781495239939892,0.098778116669777
0.00521141240256057,0.12469461572951462
0.012061503361451046,0.08424869166506246
0.015973940013334284,-0.039596085589905725
1.0,0.24010144941762523
0.23677667852255718,0.14603791038084715
0.01353701514555494,-0.025417997176081477
0.006186268930780113,-0.0010255800444985072
0.0051665152203546165,0.19535671100975274
0.014591115744040446,0.1252285124438016
0.02819324557344204,0.1140233313245756
0.003292724243085064,0.09321320021434368
0.014238137168524392,0.13536664797110373
0.3403506640348734,0.08658191268631793
0.004215624993150109,0.008022451594169642
0.004667589554205999,0.12065463351606506
0.005080032684937272,0.11653844528162816
0.013112760603837498,-0.0265841091289425
0.006103372601107435,0.0820079384460672
0.01692820202593431,-0.031615165528748185
0.2932953816632065,0.006772684580748136
0.0352915661943467,-0.038780393761452064
0.007093081041188185,0.13483267793949813
0.005213026144335158,0.05492443296218123
0.0004610626908467487,0.04156201254868208
0.005316692793989452,0.07626774227697748
0.008343140498375874,0.066945298578129
0.028229114744359938,0.029183143964647298
0.015081271516288122,0.1292685679745698
0.09337691891337707,0.012870817732338091
0.006396668136218377,-0.027399896269910375
0.016180962352326102,0.0751015423433341
0.03997649229431749,-0.044878510416645326
0.004209823449201037,0.07796795623261764
0.0032796232613734886,0.0030905962758741214
0.007292982795410146,0.07016967694390727
0.007960381883373495,0.1338418237050979
0.0,0.009188687270005862
0.031537987583502916,0.13285080817259667
0.014846412131684666,0.12423765087766948
0.004406083106118134,0.0020234049657794906
0.10719786928202424,0.09268000001458374
0.09487145516836387,0.02003602763571231
0.008385250216042982,0.05860646536259978
0.005817930338310098,0.1932985619045453
0.006809794160194313,0.10434223396643723
0.6341523988444744,0.22584719897320482
0.006049900637356155,-0.020310815404338937
0.003182730668815796,-0.005065608081272214
0.613393060030128,0.24619951475069546
0.005787709263603259,0.06488727411236325
0.05933817728413281,0.02308504197291776
0.8239430172007811,0.21974914830359835
0.004474434419405633,0.02829866399491901
0.008573111911987036,-0.014212755570067615
0.48592627090444324,0.21365098032628202
0.01192543993108274,0.07708337545157623
0.015200086811177793,0.12118860354767065
0.07350745808290751,0.14093080192642327
0.0020208193155394952,0.030532057988056475
0.04215028681013252,-0.04076231485047656
0.00478322309500484,0.1770624710201509
0.001450717271787669,0.006139639940007026
0.0018685879811197452,0.024433943165796182
0.015337216246030698,0.08623056143196392
0.42389718022739564,0.21060197698667438
0.00656201976034323,0.1669243281611169
0.04342098956102863,0.02201790290141266
0.13261790469688822,0.13993985971124068
0.004383394181306284,0.07186978092356948
0.006092034744067713,0.1913166481472527
0.0030402925519537926,0.02631676490109011
0.01672012282834956,0.09339589230891389
0.005720178031935468,0.11044035062163049
0.004178478446029026,0.08030776114908636
0.00444655266054583,0.11760561551299369
0.005034438382544059,0.04255291993813832
0.006167344048495387,0.2115929338653207
0.02619031257337768,-0.037713267520477725
0.0364126025253313,0.02712509200488706
0.0036593271485582312,0.03556293292749854
0.010824356887090611,0.061655556682989804
0.02504039351650057,0.03726322386632326
0.0030443909276319497,0.04461103971641829
0.008265277457752018,0.05456647581741836
0.010450922000540274,0.14146475729456512
0.0083626547825682,0.07385168734913024
0.007565037505223587,-0.015378959169576933
0.005689546408313682,-0.013221811521952065
0.014116226497409665,-0.02757515398837117
0.016415824785560116,0.0974358232002404
0.008396491533115079,0.07520057204561197
0.027789083539512472,0.11509047956074553
0.005397918474117156,-0.0021918477966616275
0.010277471181236918,0.07098533944543348
0.01087999032990647,0.133384792867666
0.1571261455228046,0.08963093068938932
0.01123618419444947,-0.024526128653567927
0.21125258623332765,0.14702889658642093
0.005435981642825568,0.12164557573124765
0.011179368899187869,-0.014388071942383323
0.018145697027727378,0.12317050264149955
0.20386628587279246,0.13894890283259434
0.03667692387563302,0.026134091135849562
0.003047303386023618,0.030356763610936362
0.24487423861887248,0.14908698703777346
0.7854724599911014,0.23804347627398253
0.008219202487941056,0.059673657589160906
0.007785070383220472,0.08434775802599964
0.004685131374428249,0.18316055101668485
0.01600249755196745,0.07609246989505296
0.01026122502900119,0.1516791355015139
0.004997231879022031,-0.004074625541564375
0.004003745169471558,0.07116060449562613
0.01263753804026587,0.04541932649569
0.05246089152446795,0.018968892230073135
0.006128334788104266,0.06084719658639946
0.2046905685054048,0.01698696014345085
0.00548311956849057,-0.008114626084343594
0.008201986871188355,0.0677536660064512
0.021545856027834598,0.11813949023208505
0.16643689087351624,0.14298900968548559
0.005120318305321394,0.07321870961044238
0.0029027881355424352,0.03645484177453734
0.007499994972300108,0.14047375642552762
0.029267708991624765,0.03116508888180034
0.060421382142331295,-0.045869445300096054
0.004813385229520921,0.051700069259866685
0.005197136681874546,0.09519506998124513
0.2996957823394362,0.15213607835816345
0.09919621402196631,-0.04891849263009489
0.005154217044689591,0.11958739729911277
0.0045304621517734634,0.04676822585563545
0.004353737103252402,0.17607154346843204
0.03255796689258959,0.11204145422594228
0.0019312129500119004,0.018160552295745428
0.026110552268337483,0.10254307828930156
0.012132827089531154,-0.02945799405299476
0.021070256450284153,0.09644491764371713
0.11147157576832709,-0.06200660912645868
0.01133059723415452,0.13742475308591995
0.0067747186494312986,0.14863002951766016
0.2346189319979917,0.14504705614644692
0.010914633951340643,0.07205248034987154
0.00601036498008894,0.08909700464817491
0.008654759319341725,0.06999441922544647
0.0035581847650047417,0.015111523295076252
0.01950861170706673,-0.04066317517222075
0.0009928617402863845,0.018335859503396303
0.00276197493876706,0.028473910715782015
0.0043869062037074,0.09115510976299115
0.8695639422684368,0.2288962609666674
0.004058577838661232,0.18110237258454998
0.3270192424367894,0.15724324546644228
0.02390767889806411,-0.04569419491336711
0.0073133994742472,0.05878909147158322
0.0026116937116933024,0.016102493004253326
0.12849357907543477,0.0947380831342044
0.005509173165226642,0.08299888066124979
0.005152953895429002,0.06300445604293525
0.009263607425046625,0.13079271772124418
0.01068565232645017,-0.032507034051261735
0.0039402858920171,0.1155474957347137
0.007862880580914684,-0.024350841608179675
0.008653356949285724,0.16997341948150693
0.0021371550575765234,0.11455648020221249
0.011540555404372273,-0.025517063537018655
0.007315426813567286,0.15366093195109673
0.004309131573369683,-0.021301801609912702
0.010618432055099146,0.05555747668645586
0.015208514242246216,0.13788178392335187
0.008382722901311623,-0.011338967791462547
0.005853236528785224,0.060664621799539076
0.008882880214205075,0.15267003372630533
0.18155322773846552,-0.051967547291825594
0.00740689792478529,-0.023359888395399295
0.014128632391354354,0.07914156121544298
0.011454191765546634,0.0494593600312626
0.0023474719499897603,-0.010271830552890406
0.0005405079707294424,-0.0030075194628526557
0.2346538906445834,0.09679620291248438
0.009563373170408705,0.06910247005388243
0.005109264987133617,0.10640033908125347
0.0017449223150146425,0.0193267852221822
0.11406244530089894,-0.05402561574798252
0.005677465701628354,0.16890618326455464
0.0024809867252128114,0.10845845885953345
0.0055962786374877,0.20450383833628552
0.018603846243972273,0.12217956042631696
0.022863896897802258,-0.03466422019047889
0.0037986444839405373,0.052691062797172325
0.655505917786708,0.22485621276763107
0.0045265284021453606,0.0962622108856832
0.005978208024978708,0.174013321045906
0.013702099506401002,0.08119970298891854
0.6897071219545197,0.23293627983877627
0.0034052146457801283,0.08505700043952975
0.009773637219892295,0.14756292527188142
0.003773216872678739,0.026415856923088808
0.004922123784211088,0.032513929587890886
0.008902224791296418,0.06793627012023905
0.047189491218446615,0.02102701384128608
0.003030243249429299,0.03762106003751038
0.018725347382382244,-0.029633237107991834
0.005251606564027994,0.07895890577953209
0.0027412747372882506,0.027482992328727984
0.0054487117078194335,0.04882632363871983
0.10981860116710745,-0.054841329571631764
0.0037776699057116385,0.0881060477695286
0.006118874887487367,0.06290531636467944
0.0005209957189574912,0.021384873840601754
0.004463764212457792,0.10944937174778858
0.05649278063502717,0.10388522512420091
0.025290436097485703,0.12012146997496444
0.005286074381100077,0.20145477634282297
0.00872349171144879,-0.017437075281990976
0.03623344263720575,0.10487619666631094
0.0068251003180084474,0.08335679381562147
0.002612958893374261,0.004973428092299362
0.30485827844850716,0.21875814743456085
0.0034308394018179138,0.1709642883793709
0.0013044968206152032,0.05070917103507529
0.8687303633450475,0.22683809719799625
0.10537663161449826,0.014928880689696125
0.001792957554273451,0.02936582322868674
0.005046190853339465,0.049641986140246036
0.006937219803985798,0.057615537810880926
0.02064331911367696,0.0383302914534427
0.006659652153915972,0.19634766788839905
0.07033116815424748,0.015919804575549056
0.007488099215868543,0.1226365472733577
0.010170204098895368,0.05151745048261512
0.006616678657591182,0.07994987732164213
0.0076250558949899115,0.07420963716216124
0.004127798011657339,0.002915345889145186
0.004654360530011047,-0.013320899878084831
0.014978555023157283,-0.023535120452798573
0.8937678413545257,0.23095429276416501
0.008242288750935443,0.07590986578126512
0.008860289861781216,-0.018428039492369156
0.007070110626154949,0.06811152783869984
0.004325431584745244,0.09420418641991744
0.0033836994437325394,0.039679154154728835
0.0019585794903076476,0.03457200537577969
0.006538276009358819,0.05662458093223462
0.0029066964799159016,-0.011163697242470984
0.002737573699792628,-0.009105590294721772
0.24587230640393923,-0.05707468507317695
0.006134610902209968,0.15571909571976789
0.07008224035583584,-0.058957466483945634
0.009239883998265927,0.04846843247954373
0.008068933455389527,0.15061192861148906
0.8493736476230392,0.23598531250531138
0.026480405013983903,0.11608143643939184
0.003996155095595994,0.1719552892484084
0.046439202914281885,0.1059433229072853
0.05864425206169714,-0.053850394688181036
0.002749817000107635,0.10540938220260716
0.008481356261917091,0.13841565131071137
0.2231648865667118,0.1541941834729797
0.00566456796195388,0.07725866982869635
0.004197356582645218,-0.004173726728227904
0.02050723434289476,0.09133769188158342
0.008541331970855626,0.20854382788146694
0.005253348348285956,0.12568556527642907
0.007148278529834455,0.06882081424262114
0.010725039617030297,-0.020486095117995328
0.2578381345926348,0.16128322034815998
0.07287803985062756,0.017977947265491102
0.0031800366956140132,0.039503933094927356
0.007207443303044954,0.16082623350111924
0.004961805775745014,0.04371916386217288
0.004024779704101401,0.022375845382711798
0.006041788231445241,-0.005240942782917576
0.008002534281868394,-0.026408946722995926
0.017689648317935923,0.090346793656792
0.0031488370104985268,0.0921460593099056
0.00853436178519322,0.1496209424059153
0.004811038800202583,0.19840569968589666
0.01736464702503711,0.087297702336402
0.0008717305023839408,-0.012154641290586538
0.33975845840337654,0.16639034346604759
0.003913706914615122,0.011071494341836062
0.006070922977463771,-0.010172767857819159
0.013471816116262893,0.13948284353727247
0.004355946344195695,0.09456200426177491
0.004810281723614379,0.0465929974641021
0.004657453873815736,0.0435438621533209
0.00457497927137004,0.16387531015804552
0.006191185355657604,0.059856298361608065
0.06466542138847842,0.13589982617566806
0.02018383053240757,0.11913044711073136
0.4402926208528446,0.21265999412070827
0.008244111832008245,0.0008572380249294905
0.007591319749251397,0.06183816812850951
0.002179218029575096,0.04766010170988086
0.018233328896864527,-0.04264514025163642
0.016735695233232296,0.09949394297852038
0.8510274463707193,0.23194538161398487
0.016838665778909516,0.08219052789639132
0.007642022540247163,0.08541489893043772
0.036338997405384724,0.02506696856074115
0.09251017495437341,0.20046386345456782
0.006476737369154975,0.18011145969629483
0.03645158739667797,0.10792526599150537
0.011354362325552826,0.12980174617913412
0.0487101857398186,0.10693427245419974
0.005347730901685443,0.08604794265471234
0.005900544161551209,-0.030448950931641076
0.15118160047643106,0.0098217089990849
0.0036561088109007254,0.08101697423568902
0.00301100639061762,0.12370370284125949
0.0026859004280696992,0.029464856596830534
0.003054699363753749,0.0010325094903875318
0.003788408198741908,0.05286629852043753
0.008514469470811888,-0.008289949788391163
0.0037189116165753443,0.031347663668660736
0.011323899392821832,0.13643370822649128
0.014148931189809892,-0.0345650951756868
0.002953282603450174,-0.018252752446980904
0.003936232229587107,0.04865100726640413
0.003645168292043539,-0.00013370785611902837
0.008948162572732335,0.07690082265991142
0.020529703766306546,0.136890856371633
0.0058365046280808245,0.007130592236320925
0.028981338928928062,0.033223175667286935
0.03389582081254412,-0.042820368643169765
0.6856986859588317,0.22378909385838858
0.0019794300908939125,0.03851297255041511
0.0047678061702804905,0.03861206457241381
0.006265026236367218,0.06981173446260813
0.00515975539020061,0.1033512770877909
0.03263782373759743,-0.03977136530356211
0.005209627937474819,0.1577771715076567
0.03484723743662473,0.1099833344476623
0.036363051100475705,0.10899248021326208
0.0023911029343045725,0.10236035686780391
0.0038648200912208596,0.025424881715112837
0.06453683218402452,0.21464203984917443
0.0008047216027515013,0.03241484856348999
0.0040114033294295515,-0.002016550670142064
0.6618782588672953,0.22074006119185346
0.0037548874895627212,-0.0062318245113122915
0.2744645719877722,0.15312700590988232
0.025775770968613332,0.03223222245450655
0.007973676961230504,0.0671206369456403
0.8411405647201743,0.22279822496052462
0.006085843991617596,0.07286080378780256
0.00920581758421712,0.05052648627223694
0.00536195581186219,0.06389630257025321
0.00274680901795853,0.03663014348338932
0.0027581539884695473,0.09016412355741739
0.0075565389394421775,0.06272268292396414
0.0025078553225176587,0.03152300203617203
0.01497632850664083,0.08013245210850252
0.1524126598517803,0.1439798492564221
0.14309794620029426,-0.05994847468471498
0.050943704960656346,-0.05590844114914238
0.004953351923211767,0.05896440784389892
0.005814400024125641,0.06407155295698215
0.013506960729318524,0.13033576020113088
0.00413764000730399,0.11348939061989746
0.01964775831913787,0.08828866654678016
0.1794518859602467,0.1633412668091213
0.05081025319046479,0.10182711267765279
0.004395775686206523,0.05080822273254873
0.017430557401459015,0.08318149943850135
0.11286010910644312,0.09984524291075135
0.003349076146502075,0.04049484598318249
0.0024922290584950936,4.153428241155874e-05
0.01997362745553511,0.03528126611863945
0.00896839125268507,0.08640589246774336
0.0015766826215425766,0.10739128862816792
0.7380418566467798,0.2349943262997376
0.030538985901275694,-0.035731324436257636
0.19594065837776334,0.15114512147951714
0.005924675088616298,0.1618171610528381
0.39067791557279646,0.2340034280749462
0.002909413825951951,0.022200571167854306
0.016524505416269705,-0.03062420865010187
0.004824621465542092,0.0972532117547207
0.00631106055777076,0.10129314997777908
0.00237057955339804,0.056807214372949916
0.07358989102073561,-0.04381136951220725
0.004960110737155585,0.0557400808002437
0.021519679469666084,-0.03367327064356443
0.603411792777553,0.2431505114110878
0.007946954698192368,-0.016270842355554208
0.01161052858911584,0.08523961188504947
0.09628308696399651,0.15007794391641976
0.01017250479875536,0.047477446273969964
0.006737936921766815,0.18826770346149993
0.005345232040839277,0.020317740267895547
0.03428378953716761,0.0240760190138267
0.006513928629524218,0.18415147856840372
0.008579050644311149,0.1445138339514914
0.003155344820526524,0.023366754605101
0.006690925006164812,0.07931678227524445
0.004960770257565982,0.17805339857186978
0.005571547130202974,0.051875378300450525
0.005954720358961045,0.1317836306094993
0.03583788079007614,-0.05080131803125475
0.005852432706528487,0.12873462726989165
0.0035307989167154695,0.004081563235651748
0.01207417753488471,-0.028566125530481216
0.25348845115181246,-0.06505561246606634
0.0073663369114408996,0.06506249517216474
0.003375324855593762,-0.015203699618183169
0.012011511917585135,0.12728671287113205
0.004330554300290394,0.0343967256621233
0.0045794851473325866,0.014219634610300081
0.23406835135190351,0.21769105785224582
0.007539345679313556,-0.021477081323569094
0.0014298026499597156,0.020218635415366087
